Station,T1 (K),T2 (K),R1,R2,R3,Iterations
161,465.7008155626936,465.51410543479835,14.142499356493886,111.9927637621772,112522.649903665,2.0
160,465.90316220791857,465.71628970593855,14.113728486865288,111.90930261779333,112464.95414381936,2.0
159,466.1019010875719,465.9148689734397,14.084453734260588,111.8322734722961,112413.21869532188,2.0
158,466.2984797632366,466.11128965187737,14.056170422880967,111.7733200827065,112379.34274011574,2.0
157,466.49221423097197,466.30486816930863,14.025617083594756,111.71354586502703,112344.24747473153,2.0
156,466.68352347285287,466.4960232649106,13.994376348216043,111.65922840289193,112314.30139347035,2.0
155,466.87358136197196,466.6859278922926,13.962946935473699,111.61352118751341,112292.83261331062,2.0
154,467.0612791167385,466.87347409037915,13.930689993558211,111.57476586818046,112278.0352787201,2.0
153,467.24647867008093,467.05852388479684,13.897446682488072,111.54242953423497,112269.36005388071,2.0
152,467.4309792205609,467.24287517334426,13.864015545262564,111.51472999659549,112265.24894722547,2.0
151,467.16283235950414,466.9749328988697,13.810506957323195,111.54905460698915,112265.24894722547,2.0
150,466.9249114694177,466.73719335922266,13.760987146911457,111.57952778557308,112265.24894722547,2.0
149,466.7144674122836,466.526909471131,13.714807384167331,111.60649557972272,112265.24894722547,2.0
148,466.52645917547005,466.33904412878877,13.671618521908984,111.63059931629468,112265.24894722547,2.0
147,466.359274046994,466.171985822571,13.63100662905793,111.65204215793761,112265.24894722235,2.0
146,466.5376572391571,466.3502246655231,13.60247457028418,111.62916336857873,112265.24894722547,2.0
145,466.71657981463693,466.52900251757217,13.574043974667186,111.6062248167335,112265.24894722547,2.0
144,466.8960354002635,466.7083130110023,13.545713978296352,111.58322739841957,112265.24894722547,2.0
143,467.076017630359,466.88814978557696,13.517483715904723,111.56017200749852,112265.24894722547,2.0
142,467.2565201451994,467.06850648699987,13.489352320696558,111.53705953586959,112265.24894722547,2.0
141,467.43755280135434,467.2493929654479,13.461326308133044,111.51388879909953,112265.24894722547,2.0
140,467.619101346138,467.4307949779293,13.433389769792813,111.49066169886038,112265.24894722235,2.0
139,467.8011510529332,467.6126978108023,13.405549465936527,111.46738019453397,112265.24894722547,2.0
138,467.983695548267,467.7950950959964,13.377804522320687,111.44404517489122,112265.24894722547,2.0
137,468.16672845717744,467.9779804639448,13.350154062335134,111.42065752766327,112265.24894722547,2.0
136,468.350243401728,468.1613475420989,13.322597206830798,111.39721813970799,112265.24894722547,2.0
135,468.53423399953596,468.3451899534586,13.295133073951646,111.37372789719257,112265.24894722547,2.0
134,468.7186938623048,468.5295013151044,13.267760778966386,111.35018768577226,112265.24894722547,2.0
133,468.90361659435183,468.71427523672907,13.240479434098786,111.32659839076952,112265.24894722547,2.0
132,469.08899579116445,468.8995053191896,13.213288148361896,111.30296089734588,112265.24894722235,2.0
131,469.2748250379371,469.0851851530514,13.186186027390642,111.27927609069464,112265.24894722547,2.0
130,469.461097908135,469.2713083171479,13.159172173272973,111.25554485618335,112265.24894722547,2.0
129,469.647807962062,469.45786837715315,13.132245684388206,111.23176807955726,112265.24894722547,2.0
128,469.8349487454178,469.6448588841371,13.105405655237819,111.20794664709756,112265.24894722547,2.0
127,470.0225137878815,469.83227337315253,13.078651176281996,111.18408144579426,112265.24894722547,2.0
126,470.2104966016858,470.02010536180825,13.051981333773526,111.16017336351389,112265.24894722235,2.0
125,470.3988906802155,470.20834834887097,13.025395209596974,111.13622328918221,112265.24894722547,2.0
124,470.587689496589,470.3969958128448,12.998891881099409,111.11223211292258,112265.24894722547,2.0
123,470.7768865022701,470.58604121058715,12.97247042093245,111.08820072625167,112265.24894722547,2.0
122,470.9664751256529,470.7754779758914,12.946129896883795,111.06413002223215,112265.24894722547,2.0
121,471.15644877069934,470.96529951812823,12.919869371719267,111.04002089563669,112265.24894722547,2.0
120,471.3465488500158,471.15524745230766,12.89369020260381,111.01590619865493,112265.24894722547,2.0
119,471.5372752336461,471.34582125786073,12.867587073374605,110.9917225768793,112265.24894722547,2.0
118,471.7283669951224,471.53676021257587,12.841561092840417,110.96750319039387,112265.24894722547,2.0
117,471.91981742372127,471.72805761118207,12.81561130180702,110.94324894288884,112265.24894722547,2.0
116,472.1116197770883,471.91970671679263,12.78973673524853,110.91896074061293,112265.24894722547,2.0
115,472.30376727988863,472.11170075955175,12.763936422146314,110.8946394925275,112265.24894722235,2.0
114,472.49625312244154,472.30403293527496,12.738209385326503,110.87028611048099,112265.24894722547,2.0
113,472.6890704593783,472.496696404105,12.71255464129521,110.84590150933383,112265.24894722547,2.0
112,472.8822124082934,472.689684289164,12.68697120007858,110.82148660714226,112265.24894722235,2.0
111,473.07567204840376,472.88298967521433,12.661458065059998,110.79704232531337,112265.24894722547,2.0
110,473.2694424191985,473.0766056073099,12.636014232811487,110.77256958873299,112265.24894722547,2.0
109,473.4635165191121,473.2705250894683,12.610638692935098,110.74806932594903,112265.24894722547,2.0
108,473.65788730418376,473.464741083332,12.585330427895386,110.72354246930998,112265.24894722547,2.0
107,473.85254768672223,473.6592465068353,12.560088412854014,110.69898995512078,112265.24894722547,2.0
106,474.04749053397956,473.8540342328768,12.534911615504399,110.67441272379446,112265.24894722547,2.0
105,474.24270866680814,474.0490970879786,12.50979899590255,110.64981172000516,112265.24894722547,2.0
104,474.438194858346,474.2444278509719,12.484749506301393,110.62518789283766,112265.24894722547,2.0
103,474.63394183266706,474.44001925164827,12.459762090978074,110.60054219594076,112265.24894722547,2.0
102,474.8299422634653,474.6358639694458,12.434835686065805,110.57587558767628,112265.24894722547,2.0
101,475.0261887727036,474.8319546320959,12.409969219378384,110.5511890312719,112265.24894722547,2.0
100,475.22267392930104,475.02828381431465,12.385161610239702,110.52648349496623,112265.24894722235,2.0
99,475.4198474677392,475.2253008998048,12.36039310171202,110.50170250110773,112265.24894722547,2.0
98,475.61673925595045,475.4220365129291,12.335699952665939,110.47696800387178,112265.24894722547,2.0
